,average,ndays,1 year ago,10 years ago,increase since 1800
1988-01-24,350.83,3.0,348.75,335.51,70.53
1988-01-29,351.79,,,,
1988-01-31,351.78,4.0,348.63,335.21,71.33
1988-02-05,351.2,,,,
1988-02-07,351.23,4.0,348.39,334.82,70.62
1988-02-12,351.33,,,,
1988-02-14,351.28,7.0,349.13,335.46,70.53
1988-02-19,351.94,,,,
1988-02-21,352.23,6.0,349.58,335.34,71.32
1988-02-26,353.14,,,,
1988-02-28,353.15,7.0,349.13,336.12,72.07
1988-03-05,352.73,,,,
1988-03-06,352.51,6.0,349.38,336.1,71.22
1988-03-12,351.98,,,,
1988-03-13,352.06,6.0,349.86,336.79,70.55
1988-03-19,351.68,,,,
1988-03-20,351.84,5.0,350.31,337.0,70.08
1988-03-26,352.89,,,,
1988-03-27,353.04,5.0,351.23,337.34,71.01
1988-04-02,353.31,,,,
1988-04-03,353.31,6.0,350.85,337.19,70.99
1988-04-09,353.49,,,,
1988-04-10,353.44,7.0,351.0,337.99,70.85
1988-04-16,353.49,,,,
1988-04-17,353.62,7.0,351.74,337.59,70.78
1988-04-23,354.35,,,,
1988-04-24,354.54,5.0,351.8,338.01,71.51
1988-04-30,354.17,,,,
1988-05-01,354.06,6.0,351.98,338.26,70.89
1988-05-07,354.32,,,,
1988-05-08,354.33,7.0,352.17,338.05,71.09
1988-05-14,354.22,,,,
1988-05-15,354.32,6.0,352.13,337.81,71.11
1988-05-21,354.81,,,,
1988-05-22,354.8,6.0,352.35,337.86,71.69
1988-05-28,354.25,,,,
1988-05-29,354.08,5.0,352.14,338.54,71.15
1988-06-04,354.37,,,,
1988-06-05,354.43,7.0,351.94,338.19,71.74
1988-06-11,353.98,,,,
1988-06-12,353.86,6.0,351.44,338.12,71.48
1988-06-18,353.52,,,,
1988-06-19,353.46,7.0,351.33,337.57,71.42
1988-06-25,353.37,,,,
1988-06-26,353.43,7.0,350.79,337.48,71.77
1988-07-02,353.16,,,,
1988-07-03,352.95,6.0,350.84,336.69,71.7
1988-07-09,352.96,,,,
1988-07-10,353.11,5.0,350.05,336.84,72.29
1988-07-16,353.1,,,,
1988-07-17,353.02,6.0,350.22,336.17,72.66
1988-07-23,352.17,,,,
1988-07-24,352.1,7.0,350.08,335.8,72.23
1988-07-30,351.39,,,,
1988-07-31,350.98,5.0,348.33,335.3,71.6
1988-08-06,350.83,,,,
1988-08-07,350.91,7.0,348.95,334.63,72.04
1988-08-13,350.38,,,,
1988-08-14,350.23,5.0,348.59,334.57,71.87
1988-08-20,350.43,,,,
1988-08-21,350.26,6.0,347.94,334.2,72.38
1988-08-27,349.57,,,,
1988-08-28,349.61,6.0,346.82,333.78,72.17
1988-09-03,348.96,,,,
1988-09-04,348.92,7.0,346.79,332.5,71.85
1988-09-10,349.19,,,,
1988-09-11,349.2,6.0,346.91,331.91,72.44
1988-09-17,348.91,,,,
1988-09-18,348.9,6.0,346.09,331.91,72.33
1988-09-24,348.69,,,,
1988-09-25,348.85,6.0,346.42,332.73,72.37
1988-10-01,349.27,,,,
1988-10-02,349.2,5.0,346.42,332.2,72.71
1988-10-08,349.02,,,,
1988-10-09,348.95,6.0,346.53,331.98,72.35
1988-10-15,349.41,,,,
1988-10-16,349.54,7.0,346.97,332.75,72.76
1988-10-22,349.72,,,,
1988-10-23,349.69,5.0,347.0,332.82,72.66
1988-10-29,349.96,,,,
1988-10-30,350.02,6.0,347.35,333.22,72.69
1988-11-05,350.1,,,,
1988-11-06,350.1,5.0,347.69,333.57,72.46
1988-11-12,350.34,,,,
1988-11-13,350.38,5.0,348.09,333.62,72.43
1988-11-19,350.71,,,,
1988-11-20,350.78,7.0,348.79,334.2,72.53
1988-11-26,350.91,,,,
1988-11-27,350.83,7.0,348.89,334.16,72.28
1988-12-03,351.06,,,,
1988-12-04,351.12,6.0,348.8,334.49,72.31
1988-12-10,351.51,,,,
1988-12-11,351.65,7.0,349.32,334.94,72.59
1988-12-17,351.81,,,,
1988-12-18,351.78,6.0,349.49,335.32,72.49
1988-12-24,351.98,,,,
1988-12-25,352.27,6.0,349.8,335.14,72.77
1988-12-31,352.74,,,,
1989-01-01,352.67,7.0,350.21,335.18,72.93
1989-01-07,353.32,,,,
1989-01-08,353.29,7.0,350.42,335.67,73.33
1989-01-14,353.13,,,,
1989-01-15,353.17,5.0,350.64,336.67,73.03
1989-01-21,352.84,,,,
1989-01-22,352.82,6.0,350.79,336.94,72.51
1989-01-28,353.47,,,,
1989-01-29,353.47,7.0,351.79,336.93,73.02
1989-02-04,353.04,,,,
1989-02-05,352.96,7.0,351.2,336.6,72.37
1989-02-11,353.38,,,,
1989-02-12,353.48,6.0,351.33,336.56,72.76
1989-02-18,353.59,,,,
1989-02-19,353.76,5.0,351.94,336.77,72.9
1989-02-25,354.07,,,,
1989-02-26,353.91,7.0,353.14,337.05,72.89
1989-03-04,353.59,,,,
1989-03-05,353.77,7.0,352.73,337.96,72.57
1989-03-11,353.75,,,,
1989-03-12,353.71,6.0,351.98,338.1,72.3
1989-03-18,354.17,,,,
1989-03-19,354.19,6.0,351.68,338.88,72.53
1989-03-25,354.75,,,,
1989-03-26,354.85,7.0,352.89,338.87,72.91
1989-04-01,354.81,,,,
1989-04-02,354.81,7.0,353.31,337.96,72.58
1989-04-08,355.36,,,,
1989-04-09,355.51,6.0,353.49,338.62,72.99
1989-04-15,356.0,,,,
1989-04-16,356.15,6.0,353.49,338.84,73.37
1989-04-22,356.42,,,,
1989-04-23,356.39,7.0,354.35,339.5,73.39
1989-04-29,355.95,,,,
1989-04-30,355.83,7.0,354.17,339.39,72.67
1989-05-06,355.55,,,,
1989-05-07,355.67,5.0,354.32,338.48,72.42
1989-05-13,356.25,,,,
1989-05-14,356.18,6.0,354.22,339.32,72.93
1989-05-20,356.09,,,,
1989-05-21,356.06,6.0,354.81,339.3,72.88
1989-05-27,356.14,,,,
1989-05-28,356.21,7.0,354.25,339.91,73.19
1989-06-03,355.96,,,,
1989-06-04,355.64,4.0,354.37,339.6,72.84
1989-06-10,355.34,,,,
1989-06-11,355.53,7.0,353.98,338.87,73.02
1989-06-17,355.21,,,,
1989-06-18,355.05,7.0,353.52,339.22,72.87
1989-06-24,355.15,,,,
1989-06-25,355.08,6.0,353.37,338.72,73.27
1989-07-01,354.7,,,,
1989-07-02,354.77,5.0,353.16,338.08,73.38
1989-07-08,354.66,,,,
1989-07-09,354.48,7.0,352.96,337.67,73.54
1989-07-15,353.74,,,,
1989-07-16,353.62,6.0,353.1,337.85,73.16
1989-07-22,353.31,,,,
1989-07-23,353.33,6.0,352.17,336.52,73.36
1989-07-29,353.3,,,,
1989-07-30,353.3,6.0,351.39,336.92,73.85
1989-08-05,352.79,,,,
1989-08-06,352.69,5.0,350.83,336.39,73.76
1989-08-12,352.01,,,,
1989-08-13,352.01,5.0,350.38,336.06,73.61
1989-08-19,350.76,,,,
1989-08-20,350.74,7.0,350.43,334.6,72.83
1989-08-26,350.72,,,,
1989-08-27,350.8,4.0,349.57,334.99,73.34
1989-09-02,351.2,,,,
1989-09-03,351.03,7.0,348.96,333.74,73.95
1989-09-09,349.52,,,,
1989-09-10,349.44,5.0,349.19,334.28,72.65
1989-09-16,349.62,,,,
1989-09-17,349.63,7.0,348.91,333.49,73.05
1989-09-23,349.88,,,,
1989-09-24,349.98,4.0,348.69,333.81,73.49
1989-09-30,350.49,,,,
1989-10-01,350.49,3.0,349.27,334.19,73.99
1989-10-07,349.94,,,,
1989-10-08,349.94,7.0,349.02,334.29,73.36
1989-10-14,350.35,,,,
1989-10-15,350.41,7.0,349.41,334.07,73.65
1989-10-21,350.69,,,,
1989-10-22,350.78,5.0,349.72,334.44,73.79
1989-10-28,350.56,,,,
1989-10-29,350.52,6.0,349.96,334.63,73.26
1989-11-04,351.37,,,,
1989-11-05,351.39,7.0,350.1,334.76,73.84
1989-11-11,351.59,,,,
1989-11-12,351.71,5.0,350.34,335.56,73.86
1989-11-18,351.96,,,,
1989-11-19,351.9,7.0,350.71,335.78,73.76
1989-11-25,351.99,,,,
1989-11-26,352.11,7.0,350.91,335.9,73.68
1989-12-02,352.41,,,,
1989-12-03,352.36,6.0,351.06,336.46,73.64
1989-12-09,353.03,,,,
1989-12-10,353.14,7.0,351.51,336.72,74.15
1989-12-16,353.02,,,,
1989-12-17,352.95,7.0,351.81,337.16,73.71
1989-12-23,352.95,,,,
1989-12-24,353.03,5.0,351.98,337.2,73.54
1989-12-30,353.71,,,,
1989-12-31,353.73,4.0,352.74,337.53,73.99
1990-01-06,353.66,,,,
1990-01-07,353.59,6.0,353.32,337.49,73.66
1990-01-13,353.9,,,,
1990-01-14,353.99,7.0,353.13,337.78,73.88
1990-01-20,353.96,,,,
1990-01-21,353.92,4.0,352.84,338.65,73.65
1990-01-27,354.27,,,,
1990-01-28,354.39,7.0,353.47,337.93,73.96
1990-02-03,355.01,,,,
1990-02-04,355.04,7.0,353.04,338.22,74.46
1990-02-10,355.15,,,,
1990-02-11,355.09,7.0,353.38,338.43,74.36
1990-02-17,355.36,,,,
1990-02-18,355.42,7.0,353.59,338.26,74.55
1990-02-24,355.08,,,,
1990-02-25,355.18,6.0,354.07,339.23,74.15
1990-03-03,355.66,,,,
1990-03-04,355.59,6.0,353.59,339.12,74.38
1990-03-10,355.55,,,,
1990-03-11,355.79,6.0,353.75,339.93,74.38
1990-03-17,355.67,,,,
1990-03-18,355.54,6.0,354.17,339.77,73.9
1990-03-24,356.23,,,,
1990-03-25,356.13,7.0,354.75,340.95,74.24
1990-03-31,356.17,,,,
1990-04-01,356.27,7.0,354.81,340.52,74.11
1990-04-07,356.18,,,,
1990-04-08,356.17,6.0,355.36,340.81,73.75
1990-04-14,356.14,,,,
1990-04-15,356.23,7.0,356.0,341.03,73.54
1990-04-21,357.0,,,,
1990-04-22,356.87,6.0,356.42,341.14,73.96
1990-04-28,356.7,,,,
1990-04-29,356.96,6.0,355.95,341.42,73.88
1990-05-05,357.68,,,,
1990-05-06,357.7,6.0,355.55,341.21,74.51
1990-05-12,357.29,,,,
1990-05-13,357.25,7.0,356.25,341.82,74.03
1990-05-19,357.31,,,,
1990-05-20,357.33,6.0,356.09,341.13,74.15
1990-05-26,357.38,,,,
1990-05-27,357.38,7.0,356.14,341.54,74.34
1990-06-02,357.1,,,,
1990-06-03,356.98,7.0,355.96,341.58,74.14
1990-06-09,356.31,,,,
1990-06-10,356.25,7.0,355.34,341.74,73.68
1990-06-16,356.23,,,,
1990-06-17,356.18,7.0,355.21,341.22,73.94
1990-06-23,355.79,,,,
1990-06-24,355.79,6.0,355.15,340.8,73.94
1990-06-30,356.3,,,,
1990-07-01,356.22,7.0,354.7,340.45,74.78
1990-07-07,355.28,,,,
1990-07-08,354.99,7.0,354.66,339.88,74.01
1990-07-14,354.14,,,,
1990-07-15,354.29,7.0,353.74,339.26,73.79
1990-07-21,354.29,,,,
1990-07-22,354.37,6.0,353.31,338.81,74.37
1990-07-28,354.18,,,,
1990-07-29,353.99,6.0,353.3,338.5,74.51
1990-08-04,353.69,,,,
1990-08-05,353.17,4.0,352.79,337.2,74.21
1990-08-11,353.16,,,,
1990-08-12,353.46,6.0,352.01,337.78,75.02
1990-08-18,353.28,,,,
1990-08-19,353.08,4.0,350.76,338.36,75.13
1990-08-25,352.02,,,,
1990-08-26,351.8,6.0,350.72,337.2,74.3
1990-09-01,351.15,,,,
1990-09-02,351.16,7.0,351.2,336.73,74.05
1990-09-08,350.78,,,,
1990-09-09,350.86,4.0,349.52,336.26,74.06
1990-09-15,351.73,,,,
1990-09-16,351.75,7.0,349.62,336.18,75.17
1990-09-22,351.55,,,,
1990-09-23,351.46,7.0,349.88,335.88,74.99
1990-09-29,351.39,,,,
1990-09-30,351.4,6.0,350.49,335.59,74.94
1990-10-06,351.55,,,,
1990-10-07,351.54,7.0,349.94,335.76,75.0
1990-10-13,351.42,,,,
1990-10-14,351.57,5.0,350.35,336.12,74.85
1990-10-20,351.76,,,,
1990-10-21,351.73,7.0,350.69,336.53,74.77
1990-10-27,352.33,,,,
1990-10-28,352.4,6.0,350.56,336.66,75.15
1990-11-03,352.62,,,,
1990-11-04,352.71,7.0,351.37,337.0,75.16
1990-11-10,353.1,,,,
1990-11-11,353.14,6.0,351.59,337.47,75.27
1990-11-17,353.38,,,,
1990-11-18,353.45,5.0,351.96,337.27,75.26
1990-11-24,353.67,,,,
1990-11-25,353.69,5.0,351.99,337.67,75.2
1990-12-01,353.92,,,,
1990-12-02,353.9,7.0,352.41,337.8,75.13
1990-12-08,354.44,,,,
1990-12-09,354.47,4.0,353.03,338.19,75.44
1990-12-15,354.25,,,,
1990-12-16,354.34,7.0,353.02,338.43,75.07
1990-12-22,354.64,,,,
1990-12-23,354.83,7.0,352.95,338.54,75.34
1990-12-29,355.0,,,,
1990-12-30,354.8,7.0,353.71,338.53,75.1
1991-01-05,354.45,,,,
1991-01-06,354.59,6.0,353.66,339.27,74.72
1991-01-12,355.01,,,,
1991-01-13,355.02,6.0,353.9,339.36,74.98
1991-01-19,355.03,,,,
1991-01-20,354.94,7.0,353.96,339.48,74.74
1991-01-26,355.55,,,,
1991-01-27,355.6,6.0,354.27,339.71,75.25
1991-02-02,355.3,,,,
1991-02-03,355.33,7.0,355.01,340.03,74.82
1991-02-09,355.73,,,,
1991-02-10,355.89,6.0,355.15,340.74,75.22
1991-02-16,356.56,,,,
1991-02-17,356.55,6.0,355.36,340.2,75.71
1991-02-23,355.75,,,,
1991-02-24,355.84,7.0,355.08,341.52,74.82
1991-03-01,357.06,,,,
1991-03-03,357.19,6.0,355.66,341.16,75.99
1991-03-08,357.7,,,,
1991-03-10,357.77,7.0,355.55,340.92,76.35
1991-03-15,357.38,,,,
1991-03-17,357.27,7.0,355.67,341.73,75.61
1991-03-22,357.42,,,,
1991-03-24,357.49,7.0,356.23,342.47,75.58
1991-03-29,358.35,,,,
1991-03-31,358.46,7.0,356.17,342.27,76.29
1991-04-05,358.17,,,,
1991-04-07,358.07,7.0,356.18,342.68,75.63
1991-04-12,358.49,,,,
1991-04-14,358.75,7.0,356.14,342.95,76.06
1991-04-19,359.48,,,,
1991-04-21,359.36,7.0,357.0,342.5,76.47
1991-04-26,359.24,,,,
1991-04-28,359.29,7.0,356.7,342.9,76.23
1991-05-03,359.04,,,,
1991-05-05,358.97,7.0,357.68,343.01,75.8
1991-05-10,359.28,,,,
1991-05-12,359.45,7.0,357.29,343.06,76.25
1991-05-17,359.76,,,,
1991-05-19,359.76,5.0,357.31,342.91,76.61
1991-05-24,358.84,,,,
1991-05-26,358.84,7.0,357.38,343.02,75.8
1991-05-31,358.42,,,,
1991-06-02,358.38,7.0,357.1,342.89,75.54
1991-06-07,358.59,,,,
1991-06-09,358.55,7.0,356.31,342.8,75.98
1991-06-14,358.19,,,,
1991-06-16,358.17,6.0,356.23,342.44,75.91
1991-06-21,358.03,,,,
1991-06-23,357.9,7.0,355.79,342.16,76.01
1991-06-28,357.4,,,,
1991-06-30,357.32,7.0,356.3,341.52,75.84
1991-07-05,356.74,,,,
1991-07-07,356.77,4.0,355.28,341.3,75.74
1991-07-12,356.32,,,,
1991-07-14,356.23,7.0,354.14,340.33,75.68
1991-07-19,355.33,,,,
1991-07-21,355.26,5.0,354.29,340.72,75.2
1991-07-26,355.5,,,,
1991-07-28,355.55,3.0,354.18,340.11,76.01
1991-08-02,354.66,,,,
1991-08-04,354.59,6.0,353.69,339.28,75.58
1991-08-09,354.38,,,,
1991-08-11,354.4,6.0,353.16,338.87,75.9
1991-08-16,353.2,,,,
1991-08-18,353.22,6.0,353.28,338.37,75.22
1991-08-23,353.12,,,,
1991-08-25,353.11,6.0,352.02,337.19,75.57
1991-08-30,353.23,,,,
1991-09-01,353.13,6.0,351.15,337.55,75.99
1991-09-06,352.68,,,,
1991-09-08,352.6,6.0,350.78,337.13,75.78
1991-09-13,351.98,,,,
1991-09-15,351.95,6.0,351.73,336.97,75.36
1991-09-20,351.93,,,,
1991-09-22,351.96,7.0,351.55,336.69,75.5
1991-09-27,351.77,,,,
1991-09-29,351.73,7.0,351.39,336.17,75.29
1991-10-04,352.1,,,,
1991-10-06,352.14,6.0,351.55,336.79,75.62
1991-10-11,352.53,,,,
1991-10-13,352.6,6.0,351.42,337.06,75.91
1991-10-18,352.69,,,,
1991-10-20,352.77,7.0,351.76,337.14,75.84
1991-10-25,352.97,,,,
1991-10-27,353.02,5.0,352.33,337.82,75.79
1991-11-01,353.78,,,,
1991-11-03,353.84,6.0,352.62,338.21,76.29
1991-11-08,353.8,,,,
1991-11-10,353.8,7.0,353.1,338.26,75.92
1991-11-15,353.88,,,,
1991-11-17,353.92,7.0,353.38,338.54,75.71
1991-11-22,354.11,,,,
1991-11-24,354.19,6.0,353.67,339.23,75.68
1991-11-29,354.63,,,,
1991-12-01,354.66,6.0,353.92,339.66,75.86
1991-12-06,354.97,,,,
1991-12-08,354.99,7.0,354.44,339.71,75.94
1991-12-13,355.2,,,,
1991-12-15,355.23,7.0,354.25,339.84,75.95
1991-12-20,355.5,,,,
1991-12-22,355.59,7.0,354.64,340.15,76.11
1991-12-27,356.41,,,,
1991-12-29,356.55,7.0,355.0,340.39,76.87
1992-01-03,356.16,,,,
1992-01-05,356.2,7.0,354.45,340.6,76.34
1992-01-10,356.4,,,,
1992-01-12,356.34,7.0,355.01,340.76,76.31
1992-01-17,356.39,,,,
1992-01-19,356.39,7.0,355.03,340.85,76.2
1992-01-24,356.15,,,,
1992-01-26,356.18,7.0,355.55,341.69,75.83
1992-01-31,356.87,,,,
1992-02-02,356.98,7.0,355.3,341.9,76.48
1992-02-07,357.29,,,,
1992-02-09,357.23,7.0,355.73,341.36,76.57
1992-02-14,357.31,,,,
1992-02-16,357.39,5.0,356.56,341.64,76.55
1992-02-21,357.57,,,,
1992-02-23,357.36,7.0,355.75,342.14,76.34
1992-02-28,356.47,,,,
1992-03-01,356.72,6.0,357.06,342.64,75.5
1992-03-07,357.93,,,,
1992-03-08,357.98,6.0,357.7,342.44,76.53
1992-03-14,358.48,,,,
1992-03-15,358.41,5.0,357.38,342.84,76.72
1992-03-21,358.52,,,,
1992-03-22,358.88,5.0,357.42,342.83,76.93
1992-03-28,358.25,,,,
1992-03-29,358.08,5.0,358.35,343.57,75.86
1992-04-04,359.24,,,,
1992-04-05,359.27,7.0,358.17,343.33,76.79
1992-04-11,359.09,,,,
1992-04-12,359.27,6.0,358.49,,76.55
1992-04-18,359.87,,,,
1992-04-19,359.77,6.0,359.48,,76.83
1992-04-25,359.16,,,,
1992-04-26,359.38,6.0,359.24,345.02,76.28
1992-05-02,359.94,,,,
1992-05-03,359.81,7.0,359.04,344.43,76.6
1992-05-09,359.3,,,,
1992-05-10,359.06,6.0,359.28,344.9,75.81
1992-05-16,358.9,,,,
1992-05-17,359.26,6.0,359.76,344.79,76.04
1992-05-23,360.49,,,,
1992-05-24,360.52,5.0,358.84,345.0,77.41
1992-05-30,360.59,,,,
1992-05-31,360.57,7.0,358.42,344.2,77.65
1992-06-06,360.12,,,,
1992-06-07,359.87,7.0,358.59,344.03,77.2
1992-06-13,358.98,,,,
1992-06-14,358.98,7.0,358.19,344.17,76.63
1992-06-20,358.79,,,,
1992-06-21,358.75,7.0,358.03,343.51,76.76
1992-06-27,358.81,,,,
1992-06-28,358.87,7.0,357.4,343.23,77.31
1992-07-04,357.97,,,,
1992-07-05,357.78,5.0,356.74,342.99,76.67
1992-07-11,357.23,,,,
1992-07-12,357.03,6.0,356.32,342.29,76.41
1992-07-18,356.38,,,,
1992-07-19,356.62,4.0,355.33,342.13,76.51
1992-07-25,356.08,,,,
1992-07-26,355.71,7.0,355.5,341.64,76.12
1992-08-01,355.01,,,,
1992-08-02,355.23,7.0,354.66,341.17,76.16
1992-08-08,355.82,,,,
1992-08-09,355.73,6.0,354.38,340.65,77.19
1992-08-15,355.47,,,,
1992-08-16,355.44,3.0,353.2,340.52,77.39
1992-08-22,354.57,,,,
1992-08-23,354.44,5.0,353.12,339.18,76.85
1992-08-29,352.85,,,,
1992-08-30,353.0,5.0,353.23,338.95,75.81
1992-09-05,354.03,,,,
1992-09-06,354.18,6.0,352.68,338.82,77.33
1992-09-12,353.31,,,,
1992-09-13,352.96,7.0,351.98,339.09,76.35
1992-09-19,352.35,,,,
1992-09-20,352.49,5.0,351.93,337.4,76.03
1992-09-26,352.74,,,,
1992-09-27,352.94,6.0,351.77,337.62,76.53
1992-10-03,353.4,,,,
1992-10-04,353.32,6.0,352.1,338.08,76.86
1992-10-10,353.67,,,,
1992-10-11,353.67,7.0,352.53,338.01,77.07
1992-10-17,353.18,,,,
1992-10-18,353.28,7.0,352.69,338.32,76.47
1992-10-24,353.38,,,,
1992-10-25,353.26,7.0,352.97,339.43,76.18
1992-10-31,354.21,,,,
1992-11-01,354.35,7.0,353.78,338.93,76.96
1992-11-07,354.05,,,,
1992-11-08,354.04,7.0,353.8,339.21,76.33
1992-11-14,354.19,,,,
1992-11-15,354.25,7.0,353.88,339.52,76.21
1992-11-21,354.78,,,,
1992-11-22,354.82,6.0,354.11,340.13,76.45
1992-11-28,354.93,,,,
1992-11-29,354.94,7.0,354.63,339.82,76.27
1992-12-05,355.29,,,,
1992-12-06,355.39,7.0,354.97,340.47,76.44
1992-12-12,355.6,,,,
1992-12-13,355.55,7.0,355.2,340.79,76.36
1992-12-19,356.02,,,,
1992-12-20,356.11,7.0,355.5,341.3,76.68
1992-12-26,356.33,,,,
1992-12-27,356.4,7.0,356.41,341.19,76.77
1993-01-02,357.03,,,,
1993-01-03,357.05,5.0,356.16,341.58,77.27
1993-01-09,357.26,,,,
1993-01-10,357.32,7.0,356.4,341.97,77.36
1993-01-16,356.98,,,,
1993-01-17,356.96,7.0,356.39,341.32,76.81
1993-01-23,356.92,,,,
1993-01-24,357.15,6.0,356.15,341.61,76.82
1993-01-30,357.58,,,,
1993-01-31,357.38,7.0,356.87,342.1,76.86
1993-02-06,357.03,,,,
1993-02-07,357.09,7.0,357.29,342.72,76.38
1993-02-13,357.29,,,,
1993-02-14,357.27,7.0,357.31,342.9,76.36
1993-02-20,357.79,,,,
1993-02-21,357.9,7.0,357.57,343.02,76.78
1993-02-27,358.63,,,,
1993-02-28,358.68,6.0,356.47,342.59,77.36
1993-03-06,358.34,,,,
1993-03-07,358.43,7.0,357.93,342.46,76.89
1993-03-13,358.83,,,,
1993-03-14,358.79,7.0,358.48,343.7,77.03
1993-03-20,358.02,,,,
1993-03-21,357.95,7.0,358.52,344.74,75.97
1993-03-27,359.17,,,,
1993-03-28,359.31,7.0,358.25,344.11,77.11
1993-04-03,359.12,,,,
1993-04-04,358.95,6.0,359.24,344.89,76.52
1993-04-10,359.13,,,,
1993-04-11,359.22,5.0,359.09,345.2,76.57
1993-04-17,359.49,,,,
1993-04-18,359.74,5.0,359.87,345.72,76.9
1993-04-24,359.92,,,,
1993-04-25,359.87,7.0,359.16,346.01,76.86
1993-05-01,359.56,,,,
1993-05-02,359.59,7.0,359.94,345.78,76.46
1993-05-08,360.05,,,,
1993-05-09,360.23,7.0,359.3,346.07,77.04
1993-05-15,360.69,,,,
1993-05-16,360.66,6.0,358.9,346.46,77.46
1993-05-22,360.87,,,,
1993-05-23,360.87,7.0,360.49,346.1,77.74
1993-05-29,360.28,,,,
1993-05-30,360.11,7.0,360.59,346.06,77.12
1993-06-05,359.8,,,,
1993-06-06,359.89,7.0,360.12,346.17,77.14
1993-06-12,359.94,,,,
1993-06-13,359.77,6.0,358.98,345.69,77.31
1993-06-19,359.27,,,,
1993-06-20,359.3,6.0,358.79,345.53,77.19
1993-06-26,359.06,,,,
1993-06-27,358.81,7.0,358.81,345.08,77.12
1993-07-03,357.66,,,,
1993-07-04,357.84,7.0,357.97,345.19,76.61
1993-07-10,358.45,,,,
1993-07-11,357.84,4.0,357.23,344.12,77.1
1993-07-17,357.25,,,,
1993-07-18,357.22,5.0,356.38,344.28,76.99
1993-07-24,356.72,,,,
1993-07-25,356.65,6.0,356.08,343.33,76.95
1993-07-31,356.36,,,,
1993-08-01,356.55,7.0,355.01,343.23,77.39
1993-08-07,356.06,,,,
1993-08-08,355.89,6.0,355.82,341.59,77.24
1993-08-14,355.49,,,,
1993-08-15,355.52,5.0,355.47,342.58,77.37
1993-08-21,355.07,,,,
1993-08-22,354.94,6.0,354.57,342.08,77.25
1993-08-28,354.98,,,,
1993-08-29,354.91,5.0,352.85,340.49,77.63
1993-09-04,354.29,,,,
1993-09-05,354.29,5.0,354.03,340.37,77.37
1993-09-11,353.95,,,,
1993-09-12,353.95,5.0,353.31,340.18,77.29
1993-09-18,354.02,,,,
1993-09-19,354.1,7.0,352.35,340.59,77.63
1993-09-25,354.32,,,,
1993-09-26,354.27,5.0,352.74,340.34,77.89
1993-10-02,354.19,,,,
1993-10-03,354.17,5.0,353.4,340.19,77.77
1993-10-09,353.97,,,,
1993-10-10,353.99,7.0,353.67,340.39,77.49
1993-10-16,354.39,,,,
1993-10-17,354.46,7.0,353.18,340.99,77.77
1993-10-23,354.55,,,,
1993-10-24,354.45,7.0,353.38,340.85,77.51
1993-10-30,354.6,,,,
1993-10-31,354.74,7.0,354.21,341.23,77.5
1993-11-06,355.1,,,,
1993-11-07,355.12,7.0,354.05,341.64,77.55
1993-11-13,355.63,,,,
1993-11-14,355.73,6.0,354.19,341.71,77.82
1993-11-20,356.07,,,,
1993-11-21,356.1,7.0,354.78,342.1,77.85
1993-11-27,356.19,,,,
1993-11-28,356.25,7.0,354.93,342.49,77.69
1993-12-04,356.61,,,,
1993-12-05,356.64,7.0,355.29,342.79,77.78
1993-12-11,356.61,,,,
1993-12-12,356.72,5.0,355.6,343.02,77.61
1993-12-18,357.55,,,,
1993-12-19,357.64,7.0,356.02,343.55,78.29
1993-12-25,357.62,,,,
1993-12-26,357.59,7.0,356.33,343.83,78.04
1994-01-01,358.15,,,,
1994-01-02,358.23,7.0,357.03,344.29,78.41
1994-01-08,358.24,,,,
1994-01-09,358.24,7.0,357.26,343.82,78.24
1994-01-15,358.5,,,,
1994-01-16,358.52,7.0,356.98,344.2,78.36
1994-01-22,358.36,,,,
1994-01-23,358.36,5.0,356.92,344.54,78.03
1994-01-29,358.47,,,,
1994-01-30,358.39,4.0,357.58,344.8,77.9
1994-02-05,358.96,,,,
1994-02-06,359.04,5.0,357.03,344.99,78.37
1994-02-12,358.7,,,,
1994-02-13,358.76,7.0,357.29,344.72,77.92
1994-02-19,359.55,,,,
1994-02-20,359.52,7.0,357.79,345.1,78.48
1994-02-26,359.09,,,,
1994-02-27,359.0,7.0,358.63,345.2,77.75
1994-03-05,358.98,,,,
1994-03-06,359.46,7.0,358.34,345.36,77.99
1994-03-12,360.79,,,,
1994-03-13,360.59,6.0,358.83,345.59,78.87
1994-03-19,360.67,,,,
1994-03-20,360.73,6.0,358.02,345.95,78.77
1994-03-26,360.98,,,,
1994-03-27,360.94,7.0,359.17,,78.72
1994-04-02,361.08,,,,
1994-04-03,361.22,5.0,359.12,,78.75
1994-04-09,361.21,,,,
1994-04-10,361.14,7.0,359.13,,78.44
1994-04-16,361.38,,,,
1994-04-17,361.43,7.0,359.49,,78.52
1994-04-23,361.72,,,,
1994-04-24,361.95,7.0,359.92,347.44,78.88
1994-04-30,362.3,,,,
1994-05-01,362.12,7.0,359.56,347.83,78.93
1994-05-07,361.54,,,,
1994-05-08,361.51,7.0,360.05,347.45,78.28
1994-05-14,361.78,,,,
1994-05-15,361.83,7.0,360.69,348.11,78.61
1994-05-21,361.59,,,,
1994-05-22,361.64,6.0,360.87,347.52,78.5
1994-05-28,361.71,,,,
1994-05-29,361.54,7.0,360.28,347.48,78.55
1994-06-04,361.01,,,,
1994-06-05,361.02,7.0,359.8,347.41,78.26
1994-06-11,361.02,,,,
